5.41003	0.412692
5.42003	0.422555
5.43003	0.432449
5.44003	0.442371
5.45003	0.452315
5.46003	0.462279
5.47003	0.472257
5.48003	0.482247
5.49003	0.492244
5.50003	0.502244
5.51003	0.512243
5.52003	0.522237
5.53003	0.532222
5.54003	0.542195
5.55003	0.55215
5.56003	0.562085
5.57003	0.571994
5.58003	0.581875
5.59003	0.591724
5.60003	0.601535
5.61003	0.611306
5.62003	0.621032
5.63003	0.63071
5.64003	0.640336
5.65003	0.649906
5.66003	0.659415
5.67003	0.668861
5.68004	0.678239
5.69004	0.687546
5.70004	0.696778
5.71004	0.705931
5.72004	0.715002
5.73004	0.723987
5.74004	0.732882
5.75004	0.741684
5.76004	0.75039
5.77004	0.758995
5.78004	0.767497
5.79004	0.775892
5.80004	0.784176
5.81004	0.792347
5.82004	0.8004
5.83004	0.808334
5.84004	0.816144
5.85004	0.823828
5.86004	0.831382
5.87004	0.838804
5.88004	0.84609
5.89004	0.853238
5.90004	0.860244
5.91004	0.867106
5.92004	0.873822
5.93004	0.880388
5.94004	0.886802
5.95004	0.893061
5.96004	0.899162
5.97004	0.905105
5.98004	0.910885
5.99004	0.916501
6.00004	0.92195
6.01004	0.92723
6.02004	0.93234
6.03004	0.937276
6.04004	0.942038
6.05004	0.946623
6.06004	0.951029
6.07004	0.955255
6.08004	0.959298
6.09004	0.963158
6.10004	0.966833
6.11004	0.970321
6.12005	0.973621
6.13005	0.976731
6.14005	0.979651
6.15005	0.982378
6.16005	0.984913
6.17005	0.987254
6.18005	0.9894
6.19005	0.99135
6.20005	0.993104
6.21005	0.99466
6.22005	0.996019
6.23005	0.997179
6.24005	0.99814
6.25005	0.998902
6.26005	0.999465
6.27005	0.999827
6.28005	0.99999
